Speed (without acceleration),Angle speed,First ticks per step,Ticks per Step,Steps per Second,Max angle before gravity,Max angle before reset
5204,2747,,8.00,3.75,43786,120211
5205,2748,,8.00,3.75,43800,120246
5206,2749,,8.00,3.75,43814,120281
5207,2750,,8.00,3.75,43828,120316
5208,2751,,8.00,3.75,43842,120351
5209,2752,,8.00,3.75,43856,120386
5210,2753,,8.00,3.75,43870,120421
5211,2754,,8.00,3.75,43880,120449
5212,2755,,8.00,3.75,43894,120484
5213,2756,,8.00,3.75,43908,120519
5214,2757,,8.00,3.75,43922,120554
5215,2758,,8.00,3.75,43936,120589
5216,2759,,8.00,3.75,43950,120624
5217,2760,,8.00,3.75,43964,120659
5218,2761,,8.00,3.75,43978,120694
5219,2762,,8.00,3.75,43992,120729
5220,2763,,8.00,3.75,44002,120757
5221,2764,,8.00,3.75,44016,120792
5222,2765,,8.00,3.75,44030,120827
5223,2766,,8.00,3.75,44044,120862
5224,2767,,8.00,3.75,44058,120897
5225,2768,,8.00,3.75,44072,120932
5226,2769,,8.00,3.75,44086,120967
5227,2770,,8.00,3.75,44100,121002
5228,2771,,8.00,3.75,44114,121037
5229,2772,,8.00,3.75,44124,121065
5230,2773,,8.00,3.75,44138,121100
5231,2774,,8.00,3.75,44152,121135
5232,2775,,8.00,3.75,44166,121170
5233,2776,,8.00,3.75,44180,121205
5234,2777,,8.00,3.75,44194,121240
5235,2778,,8.00,3.75,44208,121275
5236,2779,,8.00,3.75,44222,121310
5237,2780,,8.00,3.75,44236,121345
5238,2781,,8.00,3.75,44246,121373
5239,2782,,8.00,3.75,44260,121408
5240,2783,,8.00,3.75,44274,121443
5241,2784,,8.00,3.75,44288,121478
5242,2785,,8.00,3.75,44302,121513
5243,2786,,8.00,3.75,44316,121548
5244,2787,,8.00,3.75,44330,121583
5245,2788,,8.00,3.75,44344,121618
5246,2789,,8.00,3.75,44358,121653
5247,2790,,8.00,3.75,44368,121681
5248,2791,,8.00,3.75,44382,121716
5249,2792,,8.00,3.75,44396,121751
5250,2793,,8.00,3.75,44410,121786
5251,2794,,8.00,3.75,44424,121821
5252,2795,,8.00,3.75,44438,121856
5253,2796,,8.00,3.75,44452,121891
5254,2797,,8.00,3.75,44466,121926
5255,2798,,8.00,3.75,44480,121961
5256,2799,,8.00,3.75,44490,121989
5257,2800,,8.00,3.75,44504,122024
5258,2801,,8.00,3.75,44518,122059
5259,2802,,8.00,3.75,44532,122094
5260,2803,,8.00,3.75,44546,122129
5261,2804,,8.00,3.75,44560,122164
5262,2805,,8.00,3.75,44574,122199
5263,2806,,8.00,3.75,44588,122234
5264,2807,,8.00,3.75,44602,122269
5265,2808,,8.00,3.75,44612,122297
5266,2809,,8.00,3.75,44626,122332
5267,2810,,8.00,3.75,44640,122367
5268,2811,,8.00,3.75,44654,122402
5269,2812,,8.00,3.75,44668,122437
5270,2813,,8.00,3.75,44682,122472
5271,2814,,8.00,3.75,44696,122507
5272,2815,,8.00,3.75,44710,122542
5273,2816,,8.00,3.75,44724,122577
5274,2817,,8.00,3.75,44734,122605
5275,2818,,8.00,3.75,44748,122640
5276,2819,,8.00,3.75,44762,122675
5277,2820,,8.00,3.75,44776,122710
5278,2821,,8.00,3.75,44790,122745
5279,2822,,8.00,3.75,44804,122780
5280,2823,,8.00,3.75,44818,122815
5281,2824,,8.00,3.75,44832,122850
5282,2825,,8.00,3.75,44846,122885
5283,2826,,8.00,3.75,44856,122913
5284,2827,,8.00,3.75,44870,122948
5285,2828,,8.00,3.75,44884,122983
5286,2829,,8.00,3.75,44898,123018
5287,2830,,8.00,3.75,44912,123053
5288,2831,,8.00,3.75,44926,123088
5289,2832,,8.00,3.75,44940,123123
5290,2833,,8.00,3.75,44954,123158
5291,2834,,8.00,3.75,44968,123193
5292,2835,,8.00,3.75,44978,123221
5293,2836,,8.00,3.75,44992,123256
5294,2837,,8.00,3.75,45006,123291
5295,2838,,8.00,3.75,45020,123326
5296,2839,,8.00,3.75,45034,123361
5297,2840,,8.00,3.75,45048,123396
5298,2841,,8.00,3.75,45062,123431
5299,2842,,8.00,3.75,45076,123466
5300,2843,,8.00,3.75,45090,123501
5301,2844,,8.00,3.75,45100,123529
5302,2845,,8.00,3.75,45114,123564
5303,2846,,8.00,3.75,45128,123599
5304,2847,,8.00,3.75,45142,123634
5305,2848,,8.00,3.75,45156,123669
5306,2849,,8.00,3.75,45170,123704
5307,2850,,8.00,3.75,45184,123739
5308,2851,,8.00,3.75,45198,123774
5309,2852,,8.00,3.75,45212,123809
5310,2853,,8.00,3.75,45222,123837
5311,2854,,8.00,3.75,45236,123872
5312,2855,,8.00,3.75,45250,123907
5313,2856,,8.00,3.75,45264,123942
5314,2857,,8.00,3.75,45278,123977
5315,2858,,8.00,3.75,45292,124012
5316,2859,,8.00,3.75,45306,124047
5317,2860,,8.00,3.75,45320,124082
5318,2861,,8.00,3.75,45334,124117
5319,2862,,8.00,3.75,45344,124145
5320,2863,,8.00,3.75,45358,124180
5321,2864,,8.00,3.75,45372,124215
5322,2865,,8.00,3.75,45386,124250
5323,2866,,8.00,3.75,45400,124285
5324,2867,,8.00,3.75,45414,124320
5325,2868,,8.00,3.75,45428,124355
5326,2869,,8.00,3.75,45442,124390
5327,2870,,8.00,3.75,45456,124425
5328,2871,,8.00,3.75,45466,124453
5329,2872,,8.00,3.75,45480,124488
5330,2873,,8.00,3.75,45494,124523
5331,2874,,8.00,3.75,45508,124558
5332,2875,,8.00,3.75,45522,124593
5333,2876,,8.00,3.75,45536,124628
5334,2877,,8.00,3.75,45550,124663
5335,2878,,8.00,3.75,45564,124698
5336,2879,,8.00,3.75,45578,124733
5337,2880,,8.00,3.75,45588,124761
5338,2881,,8.00,3.75,45602,124796
5339,2882,,8.00,3.75,45616,124831
5340,2883,,8.00,3.75,45630,124866
5341,2884,,8.00,3.75,45644,124901
5342,2885,,8.00,3.75,45658,124936
5343,2886,,8.00,3.75,45672,124971
5344,2887,,8.00,3.75,45686,125006
5345,2888,,8.00,3.75,45700,125041
5346,2889,,8.00,3.75,45710,125069
5347,2890,,8.00,3.75,45724,125104
5348,2891,,8.00,3.75,45738,125139
5349,2892,,8.00,3.75,45752,125174
5350,2893,,8.00,3.75,45766,125209
5351,2894,,8.00,3.75,45780,125244
5352,2895,,8.00,3.75,45794,125279
5353,2896,,8.00,3.75,45808,125314
5354,2897,,8.00,3.75,45822,125349
5355,2898,,8.00,3.75,45832,125377
5356,2899,,8.00,3.75,45846,125412
5357,2900,,8.00,3.75,45860,125447
5358,2901,,8.00,3.75,45874,125482
5359,2902,,8.00,3.75,45888,125517
5360,2903,,8.00,3.75,45902,125552
5361,2904,,8.00,3.75,45916,125587
5362,2905,,8.00,3.75,45930,125622
5363,2906,,8.00,3.75,45944,125657
5364,2907,,8.00,3.75,45954,125685
5365,2908,,8.00,3.75,45968,125720
5366,2909,,8.00,3.75,45982,125755
5367,2910,,8.00,3.75,45996,125790
5368,2911,,8.00,3.75,46010,125825
5369,2912,,8.00,3.75,46024,125860
5370,2913,,8.00,3.75,46038,125895
5371,2914,,8.00,3.75,46052,125930
5372,2915,,8.00,3.75,46066,125965
5373,2916,,8.00,3.75,46076,125993
5374,2917,,8.00,3.75,46090,126028
5375,2918,,8.00,3.75,46104,126063
5376,2919,,8.00,3.75,46118,126098
5377,2920,,8.00,3.75,46132,126133
5378,2921,,8.00,3.75,46146,126168
5379,2922,,8.00,3.75,46160,126203
5380,2923,,8.00,3.75,46174,126238
5381,2924,,8.00,3.75,46188,126273
5382,2925,,8.00,3.75,46198,126301
5383,2926,,8.00,3.75,46212,126336
5384,2927,,8.00,3.75,46226,126371
5385,2928,,8.00,3.75,46240,126406
5386,2929,,8.00,3.75,46254,126441
5387,2930,,8.00,3.75,46268,126476
5388,2931,,8.00,3.75,46282,126511
5389,2932,,8.00,3.75,46296,126546
5390,2933,,8.00,3.75,46310,126581
5391,2934,,8.00,3.75,46320,126609
5392,2935,,8.00,3.75,46334,126644
5393,2936,,8.00,3.75,46348,126679
5394,2937,,8.00,3.75,46362,126714
5395,2938,,8.00,3.75,46376,126749
5396,2939,,8.00,3.75,46390,126784
5397,2940,,8.00,3.75,46404,126819
5398,2941,,8.00,3.75,46418,126854
5399,2942,,8.00,3.75,46432,126889
5400,2943,,8.00,3.75,46442,126917
5401,2944,,8.00,3.75,46456,126952
5402,2945,,7.75,3.87,46234,117914
5403,2946,,7.75,3.87,46248,117947
5404,2947,,7.67,3.91,44387,111811
5405,2948,,7.67,3.91,46290,115150
5406,2949,,7.67,3.91,46304,115183
5407,2950,,7.67,3.91,46318,115215
5408,2951,,7.67,3.91,46332,115247
5409,2952,,7.67,3.91,46346,115280
5410,2953,,7.67,3.91,46360,115312
5411,2954,,7.67,3.91,46373,115342
5412,2955,,7.67,3.91,46384,115370
5413,2956,,7.67,3.91,46398,115402
5414,2957,,7.67,3.91,46412,115435
5415,2958,,7.67,3.91,46426,115467
5416,2959,,7.67,3.91,46440,115499
5417,2960,,7.67,3.91,46454,115532
5418,2961,,7.50,4,44936,107112
5419,2962,,7.50,4,44950,107143
5420,2963,,7.50,4,44964,107174
5421,2964,,7.50,4,44976,107202
5422,2965,,7.50,4,44988,107230
5423,2966,,7.50,4,45002,107261
5424,2967,,7.50,4,45016,107292
5425,2968,,7.50,4,45030,107323
5426,2969,,7.50,4,45042,107350
5427,2970,,7.50,4,45056,107381
5428,2971,,7.50,4,45070,107412
5429,2972,,7.50,4,45084,107443
5430,2973,,7.50,4,45094,107468
5431,2974,,7.50,4,45108,107499
5432,2975,,7.50,4,45122,107530
5433,2976,,7.50,4,45136,107561
5434,2977,,7.50,4,45150,107592
5435,2978,,7.50,4,45162,107619
5436,2979,,7.50,4,45176,107650
5437,2980,,7.50,4,45190,107681
5438,2981,,7.50,4,45204,107712
5439,2982,,7.50,4,45216,107740
5440,2983,,7.50,4,45228,107768
5441,2984,,7.50,4,45242,107799
5442,2985,,7.50,4,45256,107830
5443,2986,,7.50,4,45270,107861
5444,2987,,7.50,4,45284,107892
5445,2988,,7.50,4,45296,107919
5446,2989,,7.50,4,45310,107950
5447,2990,,7.50,4,45322,107978
5448,2991,,7.50,4,45336,108009
5449,2992,,7.50,4,45348,108037
5450,2993,,7.50,4,45362,108068
5451,2994,,7.50,4,45376,108099
5452,2995,,7.50,4,45390,108130
5453,2996,,7.50,4,45404,108161
5454,2997,,7.50,4,45416,108188
5455,2998,,7.50,4,45428,108216
5456,2999,,7.50,4,45442,108247
5457,3000,,7.50,4,45456,108278
5458,3001,,7.50,4,45470,108309
5459,3002,,7.50,4,45482,108337
5460,3003,,7.50,4,45496,108368
5461,3004,,7.50,4,45513,108376
5462,3005,,7.50,4,45527,108407
5463,3006,,7.50,4,45537,108432
5464,3007,,7.50,4,45551,108463
5465,3008,,7.50,4,45565,108494
5466,3009,,7.50,4,45579,108525
5467,3010,,7.50,4,45593,108556
5468,3011,,7.50,4,45605,108583
5469,3012,,7.50,4,45619,108614
5470,3013,,7.50,4,45633,108645
5471,3014,,7.50,4,45647,108676
5472,3015,,7.50,4,45659,108704
5473,3016,,7.50,4,45671,108732
5474,3017,,7.50,4,45685,108763
5475,3018,,7.50,4,45699,108794
5476,3019,,7.50,4,45713,108825
5477,3020,,7.50,4,45727,108856
5478,3021,,7.50,4,45739,108883
5479,3022,,7.50,4,45753,108914
5480,3023,,7.50,4,45765,108942
5481,3024,,7.50,4,45779,108973
5482,3025,,7.50,4,45791,109001
5483,3026,,7.50,4,45805,109032
5484,3027,,7.50,4,45819,109063
5485,3028,,7.50,4,45833,109094
5486,3029,,7.50,4,45847,109125
5487,3030,,7.50,4,45859,109152
5488,3031,,7.50,4,45871,109180
5489,3032,,7.50,4,45885,109211
5490,3033,,7.50,4,45899,109242
5491,3034,,7.50,4,45913,109273
5492,3035,,7.50,4,45925,109301
5493,3036,,7.50,4,45939,109332
5494,3037,,7.50,4,45953,109363
5495,3038,,7.50,4,45967,109394
5496,3039,,7.50,4,45977,109418
5497,3040,,7.50,4,45991,109449
5498,3041,,7.50,4,46005,109480
5499,3042,,7.50,4,46019,109511
5500,3043,,7.50,4,46033,109542
5501,3044,,7.50,4,46045,109570
5502,3045,,7.50,4,46059,109601
5503,3046,,7.50,4,46073,109632
5504,3047,,7.50,4,46087,109663
5505,3048,,7.50,4,46099,109691
5506,3049,,7.50,4,46111,109718
5507,3050,,7.50,4,46125,109749
5508,3051,,7.50,4,46139,109780
5509,3052,,7.50,4,46153,109811
5510,3053,,7.50,4,46167,109842
5511,3054,,7.50,4,46179,109870
5512,3055,,7.50,4,46193,109901
5513,3056,,7.50,4,46205,109929
5514,3057,,7.50,4,46219,109960
5515,3058,,7.50,4,46231,109987
5516,3059,,7.50,4,46245,110018
5517,3060,,7.50,4,46259,110049
5518,3061,,7.50,4,46273,110080
5519,3062,,7.50,4,46287,110111
5520,3063,,7.50,4,46299,110139
5521,3064,,7.50,4,46311,110167
5522,3065,,7.50,4,46325,110198
5523,3066,,7.50,4,46339,110229
5524,3067,,7.50,4,46353,110260
5525,3068,,7.50,4,46365,110287
5526,3069,,7.50,4,46379,110318
5527,3070,,7.50,4,46393,110349
5528,3071,,7.50,4,46407,110380
5529,3072,,7.50,4,46417,110405
5530,3073,,7.50,4,46431,110436
5531,3074,,7.50,4,46445,110467
5532,3075,,7.50,4,46459,110498
5533,3076,,7.50,4,46473,110529
5534,3077,,7.50,4,46485,110556
5535,3078,,7.50,4,46499,110587
5536,3079,,7.50,4,46513,110618
5537,3080,,7.50,4,46527,110649
5538,3081,,7.50,4,46539,110677
5539,3082,,7.50,4,46551,110705
5540,3083,,7.50,4,46565,110736
5541,3084,,7.50,4,46579,110767
5542,3085,,7.50,4,46593,110798
5543,3086,,7.50,4,46607,110829
5544,3087,,7.50,4,46619,110856
5545,3088,,7.50,4,46633,110887
5546,3089,,7.50,4,46645,110915
5547,3090,,7.50,4,46659,110946
5548,3091,,7.50,4,46671,110973
5549,3092,,7.50,4,46685,111004
5550,3093,,7.50,4,46699,111035
5551,3094,,7.50,4,46713,111066
5552,3095,,7.50,4,46727,111097
5553,3096,,7.50,4,46739,111125
5554,3097,,7.50,4,46751,111153
5555,3098,,7.50,4,46765,111184
5556,3099,,7.50,4,46779,111215
5557,3100,,7.50,4,46793,111246
5558,3101,,7.50,4,46805,111273
5559,3102,,7.50,4,46819,111304
5560,3103,,7.50,4,46833,111335
5561,3104,,7.50,4,46847,111366
5562,3105,,7.50,4,46857,111391
5563,3106,,7.50,4,46871,111422
5564,3107,,7.50,4,46885,111453
5565,3108,,7.50,4,46899,111484
5566,3109,,7.50,4,46913,111515
5567,3110,,7.50,4,46925,111542
5568,3111,,7.33,4.09,45378,103346
5569,3112,,7.33,4.09,45392,103376
5570,3113,,7.33,4.09,45406,103405
5571,3114,,7.33,4.09,45420,103435
5572,3115,,7.33,4.09,45432,103462
5573,3116,,7.33,4.09,45444,103488
5574,3117,,7.33,4.09,45458,103518
5575,3118,,7.33,4.09,45472,103547
5576,3119,,7.33,4.09,45484,103575
5577,3120,,7.33,4.09,45498,103604
5578,3121,,7.33,4.09,45510,103630
5579,3122,,7.33,4.09,45524,103660
5580,3123,,7.33,4.09,45538,103689
5581,3124,,7.33,4.09,45550,103717
5582,3125,,7.33,4.09,45564,103746
5583,3126,,7.25,4.14,47764,104131
5584,3127,,7.25,4.14,47777,104158
5585,3128,8,7.00,4.29,45376,91746
5586,3129,8,7.00,4.29,45390,91773
5587,3130,8,7.00,4.29,45404,91800
5588,3131,8,7.00,4.29,45418,91827
5589,3132,8,7.00,4.29,45432,91854
5590,3133,8,7.00,4.29,45442,91875
5591,3134,8,7.00,4.29,45456,91902
5592,3135,8,7.00,4.29,45470,91929
5593,3136,,7.00,4.29,45484,91956
5594,3137,,7.00,4.29,45494,91977
5595,3138,,7.00,4.29,45508,92004
5596,3139,,7.00,4.29,45522,92031
5597,3140,,7.00,4.29,45536,92058
5598,3141,,7.00,4.29,45546,92079
5599,3142,,7.00,4.29,45560,92106
5600,3143,,7.00,4.29,45574,92133
5601,3144,,7.00,4.29,45588,92160
5602,3145,,7.00,4.29,45602,92187
5603,3146,,7.00,4.29,45612,92208
5604,3147,,7.00,4.29,45626,92235
5605,3148,,7.00,4.29,45640,92262
5606,3149,,7.00,4.29,45654,92289
5607,3150,,7.00,4.29,45664,92310
5608,3151,,7.00,4.29,45678,92337
5609,3152,,7.00,4.29,45692,92364
5610,3153,,7.00,4.29,45706,92391
5611,3154,,7.00,4.29,45720,92418
5612,3155,,7.00,4.29,45730,92439
5613,3156,,7.00,4.29,45744,92466
5614,3157,,7.00,4.29,45758,92493
5615,3158,,7.00,4.29,45772,92520
5616,3159,,7.00,4.29,45782,92541
5617,3160,,7.00,4.29,45796,92568
5618,3161,,7.00,4.29,45810,92595
5619,3162,,7.00,4.29,45824,92622
5620,3163,,7.00,4.29,45838,92649
5621,3164,,7.00,4.29,45848,92670
5622,3165,,7.00,4.29,45862,92697
5623,3166,,7.00,4.29,45876,92724
5624,3167,,7.00,4.29,45890,92751
5625,3168,,7.00,4.29,45900,92772
5626,3169,,7.00,4.29,45914,92799
5627,3170,,7.00,4.29,45928,92826
5628,3171,,7.00,4.29,45942,92853
5629,3172,,7.00,4.29,45956,92880
5630,3173,,7.00,4.29,45966,92901
5631,3174,,7.00,4.29,45980,92928
5632,3175,,7.00,4.29,45994,92955
5633,3176,,7.00,4.29,46008,92982
5634,3177,,7.00,4.29,46018,93003
5635,3178,,7.00,4.29,46032,93030
5636,3179,,7.00,4.29,46046,93057
5637,3180,,7.00,4.29,46060,93084
5638,3181,,7.00,4.29,46074,93111
5639,3182,,7.00,4.29,46084,93132
5640,3183,,7.00,4.29,46098,93159
5641,3184,,7.00,4.29,46112,93186
5642,3185,,7.00,4.29,46126,93213
5643,3186,,7.00,4.29,46136,93234
5644,3187,,7.00,4.29,46150,93261
5645,3188,,7.00,4.29,46164,93288
5646,3189,,7.00,4.29,46178,93315
5647,3190,,7.00,4.29,46192,93342
5648,3191,,7.00,4.29,46202,93363
5649,3192,,7.00,4.29,46216,93390
5650,3193,,7.00,4.29,46230,93417
5651,3194,,7.00,4.29,46244,93444
5652,3195,,7.00,4.29,46254,93465
5653,3196,,7.00,4.29,46268,93492
5654,3197,,7.00,4.29,46282,93519
5655,3198,,7.00,4.29,46296,93546
5656,3199,,7.00,4.29,46310,93573
5657,3200,,7.00,4.29,46320,93594
5658,3201,,7.00,4.29,46334,93621
5659,3202,,7.00,4.29,46348,93648
5660,3203,,7.00,4.29,46362,93675
5661,3204,,7.00,4.29,46372,93696
5662,3205,,7.00,4.29,46386,93723
5663,3206,,7.00,4.29,46400,93750
5664,3207,,7.00,4.29,46414,93777
5665,3208,,7.00,4.29,46428,93804
5666,3209,,7.00,4.29,46438,93825
5667,3210,,7.00,4.29,46452,93852
5668,3211,,7.00,4.29,46466,93879
5669,3212,,7.00,4.29,46480,93906
5670,3213,,7.00,4.29,46490,93927
5671,3214,,7.00,4.29,46504,93954
5672,3215,,7.00,4.29,46518,93981
5673,3216,,7.00,4.29,46532,94008
5674,3217,,7.00,4.29,46546,94035
5675,3218,,7.00,4.29,46556,94056
5676,3219,,7.00,4.29,46570,94083
5677,3220,,7.00,4.29,46584,94110
5678,3221,,7.00,4.29,46598,94137
5679,3222,,7.00,4.29,46608,94158
5680,3223,,7.00,4.29,46622,94185
5681,3224,,7.00,4.29,46636,94212
5682,3225,,7.00,4.29,46650,94239
5683,3226,,7.00,4.29,46664,94266
5684,3227,,7.00,4.29,46674,94287
5685,3228,,7.00,4.29,46688,94314
5686,3229,,7.00,4.29,46702,94341
5687,3230,,7.00,4.29,46716,94368
5688,3231,,7.00,4.29,46726,94389
5689,3232,,7.00,4.29,46740,94416
5690,3233,,7.00,4.29,46754,94443
5691,3234,,7.00,4.29,46768,94470
5692,3235,,7.00,4.29,46782,94497
5693,3236,,7.00,4.29,46792,94518
5694,3237,,7.00,4.29,46806,94545
5695,3238,,7.00,4.29,46820,94572
5696,3239,,7.00,4.29,46834,94599
5697,3240,,7.00,4.29,46844,94620
5698,3241,,7.00,4.29,46858,94647
5699,3242,,7.00,4.29,46872,94674
5700,3243,,7.00,4.29,46886,94701
5701,3244,,7.00,4.29,46900,94728
5702,3245,,7.00,4.29,46910,94749
5703,3246,,7.00,4.29,46924,94776
5704,3247,,7.00,4.29,46938,94803
5705,3248,,7.00,4.29,46952,94830
5706,3249,,7.00,4.29,46962,94851
5707,3250,,7.00,4.29,46976,94878
5708,3251,,7.00,4.29,46990,94905
5709,3252,,7.00,4.29,47004,94932
5710,3253,,7.00,4.29,47018,94959
5711,3254,,7.00,4.29,47028,94980
5712,3255,,7.00,4.29,47042,95007
5713,3256,,7.00,4.29,47056,95034
5714,3257,,7.00,4.29,47070,95061
5715,3258,,7.00,4.29,47080,95082
5716,3259,,7.00,4.29,47094,95109
5717,3260,,7.00,4.29,47108,95136
5718,3261,,7.00,4.29,47122,95163
5719,3262,,7.00,4.29,47136,95190
5720,3263,,7.00,4.29,47146,95211
5721,3264,,7.00,4.29,47160,95238
5722,3265,,7.00,4.29,47174,95265
5723,3266,,7.00,4.29,47188,95292
5724,3267,,7.00,4.29,47198,95313
5725,3268,,7.00,4.29,47212,95340
5726,3269,,7.00,4.29,47226,95367
5727,3270,,7.00,4.29,47240,95394
5728,3271,,7.00,4.29,47254,95421
5729,3272,,7.00,4.29,47264,95442
5730,3273,,7.00,4.29,47278,95469
5731,3274,,7.00,4.29,47292,95496
5732,3275,,7.00,4.29,47306,95523
5733,3276,,7.00,4.29,47316,95544
5734,3277,,7.00,4.29,47330,95571
5735,3278,,7.00,4.29,47344,95598
5736,3279,,7.00,4.29,47358,95625
5737,3280,,7.00,4.29,47372,95652
5738,3281,,7.00,4.29,47382,95673
5739,3282,,7.00,4.29,47396,95700
5740,3283,,7.00,4.29,47410,95727
5741,3284,,7.00,4.29,47424,95754
5742,3285,,7.00,4.29,47434,95775
5743,3286,,7.00,4.29,47448,95802
5744,3287,,7.00,4.29,47462,95829
5745,3288,,7.00,4.29,47476,95856
5746,3289,,7.00,4.29,47490,95883
5747,3290,,7.00,4.29,47500,95904
5748,3291,,7.00,4.29,47514,95931
5749,3292,,7.00,4.29,47528,95958
5750,3293,,7.00,4.29,47542,95985
5751,3294,,7.00,4.29,47552,96006
5752,3295,,7.00,4.29,47566,96033
5753,3296,,7.00,4.29,47580,96060
5754,3297,,7.00,4.29,47594,96087
5755,3298,,7.00,4.29,47608,96114
5756,3299,,7.00,4.29,47618,96135
5757,3300,,7.00,4.29,47632,96162
5758,3301,,7.00,4.29,47646,96189
5759,3302,,7.00,4.29,47660,96216
5760,3303,,7.00,4.29,47670,96237
5761,3304,,7.00,4.29,47684,96264
5762,3305,,7.00,4.29,47698,96291
5763,3306,,7.00,4.29,47712,96318
5764,3307,,7.00,4.29,47726,96345
5765,3308,,7.00,4.29,47736,96366
5766,3309,,7.00,4.29,47750,96393
5767,3310,,7.00,4.29,47764,96420
5768,3311,,7.00,4.29,47778,96447
5769,3312,,7.00,4.29,47788,96468
5770,3313,,7.00,4.29,47802,96495
5771,3314,,7.00,4.29,47816,96522
5772,3315,,7.00,4.29,47830,96549
5773,3316,,7.00,4.29,47844,96576
5774,3317,,7.00,4.29,47854,96597
5775,3318,,7.00,4.29,47868,96624
5776,3319,,7.00,4.29,47882,96651
5777,3320,,7.00,4.29,47896,96678
5778,3321,,7.00,4.29,47906,96699
5779,3322,,7.00,4.29,47920,96726
5780,3323,,7.00,4.29,47934,96753
5781,3324,,7.00,4.29,47948,96780
5782,3325,,7.00,4.29,47962,96807
5783,3326,,7.00,4.29,47972,96828
5784,3327,,7.00,4.29,47986,96855
5785,3328,,7.00,4.29,48000,96882
5786,3329,,7.00,4.29,48014,96909
5787,3330,,7.00,4.29,48024,96930
5788,3331,,7.00,4.29,48038,96957
5789,3332,,7.00,4.29,48052,96984
5790,3333,,7.00,4.29,48066,97011
5791,3334,,7.00,4.29,48080,97038
5792,3335,,7.00,4.29,48090,97059
5793,3336,,7.00,4.29,48104,97086
5794,3337,,7.00,4.29,48118,97113
5795,3338,,7.00,4.29,48132,97140
5796,3339,,7.00,4.29,48142,97161
5797,3340,,7.00,4.29,48156,97188
5798,3341,,7.00,4.29,48170,97215
5799,3342,,7.00,4.29,48184,97242
5800,3343,,7.00,4.29,48198,97269
5801,3344,,7.00,4.29,48208,97290
5802,3345,,7.00,4.29,48222,97317
5803,3346,,7.00,4.29,48236,97344
5804,3347,,7.00,4.29,48250,97371
5805,3348,,7.00,4.29,48260,97392
5806,3349,,7.00,4.29,48274,97419
5807,3350,,7.00,4.29,48288,97446
5808,3351,,7.00,4.29,48302,97473
5809,3352,,7.00,4.29,48316,97500
5810,3353,,7.00,4.29,48326,97521
5811,3354,,7.00,4.29,48340,97548
5812,3355,,7.00,4.29,48354,97575
5813,3356,,7.00,4.29,48368,97602
5814,3357,,7.00,4.29,48378,97623
5815,3358,,7.00,4.29,48392,97650
5816,3359,,7.00,4.29,48406,97677
5817,3360,,7.00,4.29,48420,97704
5818,3361,,7.00,4.29,48434,97731
5819,3362,,7.00,4.29,48444,97752
5820,3363,,7.00,4.29,48458,97779
5821,3364,,7.00,4.29,48472,97806
5822,3365,,7.00,4.29,48486,97833
5823,3366,,7.00,4.29,48496,97854
5824,3367,,7.00,4.29,48510,97881
5825,3368,,7.00,4.29,48524,97908
5826,3369,,7.00,4.29,48538,97935
5827,3370,,7.00,4.29,48552,97962
5828,3371,,7.00,4.29,48562,97983
5829,3372,,7.00,4.29,48576,98010
5830,3373,,7.00,4.29,48590,98037
5831,3374,,7.00,4.29,48604,98064
5832,3375,,7.00,4.29,48614,98085
5833,3376,,7.00,4.29,48628,98112
5834,3377,,7.00,4.29,48642,98139
5835,3378,,7.00,4.29,48656,98166
5836,3379,,7.00,4.29,48670,98193
5837,3380,,7.00,4.29,48680,98214
5838,3381,,7.00,4.29,48694,98241
5839,3382,,7.00,4.29,48708,98268
5840,3383,,7.00,4.29,48722,98295
5841,3384,,7.00,4.29,48732,98316
5842,3385,,7.00,4.29,48746,98343
5843,3386,,7.00,4.29,48760,98370
5844,3387,,7.00,4.29,48774,98397
5845,3388,,7.00,4.29,48788,98424
5846,3389,,7.00,4.29,48798,98445
5847,3390,,7.00,4.29,48812,98472
5848,3391,,7.00,4.29,48826,98499
5849,3392,,7.00,4.29,48840,98526
5850,3393,,7.00,4.29,48850,98547
5851,3394,,7.00,4.29,48864,98574
5852,3395,,7.00,4.29,48878,98601
5853,3396,,7.00,4.29,48892,98628
5854,3397,,7.00,4.29,48906,98655
5855,3398,,7.00,4.29,48916,98676
5856,3399,,7.00,4.29,48930,98703
5857,3400,,7.00,4.29,48944,98730
5858,3401,,7.00,4.29,48958,98757
5859,3402,,7.00,4.29,48968,98778
5860,3403,,7.00,4.29,48982,98805
5861,3404,,7.00,4.29,48996,98832
5862,3405,,7.00,4.29,49010,98859
5863,3406,,7.00,4.29,49024,98886
5864,3407,,7.00,4.29,49034,98907
5865,3408,,7.00,4.29,49048,98934
5866,3409,,7.00,4.29,49062,98961
5867,3410,,7.00,4.29,49076,98988
5868,3411,,7.00,4.29,49086,99009
5869,3412,,7.00,4.29,49100,99036
5870,3413,,7.00,4.29,49114,99063
5871,3414,,7.00,4.29,49128,99090
5872,3415,,7.00,4.29,49142,99117
5873,3416,,7.00,4.29,49152,99138
5874,3417,,7.00,4.29,49166,99165
5875,3418,,7.00,4.29,49180,99192
5876,3419,,7.00,4.29,49194,99219
5877,3420,,7.00,4.29,49204,99240
5878,3421,,7.00,4.29,49218,99267
5879,3422,,7.00,4.29,49232,99294
5880,3423,,7.00,4.29,49246,99321
